id,email,first_name,last_name,account_tier,account_status,company_name,company_size,industry,uses_cloud_sync,uses_team_chat,uses_data_hub,country_code,timezone,created_at,updated_at,last_login_at,trial_started_at,trial_ended_at,signup_source,utm_source,utm_medium,utm_campaign,referral_code,is_test_user,is_internal_user,email_verified,phone_verified,deleted_at
94,michele22@example.net,John,Thompson,enterprise,inactive,"Delacruz, Anderson and Howard",11-50,Technology,True,True,True,GW,Africa/Dar_es_Salaam,2025-09-04T03:45:38,2025-09-04T03:45:38,2025-11-24T11:25:05,,2025-09-18T03:45:38,mobile_app,referral,social,campaign_2,REF9498,False,False,True,True,
95,thompsonbrian@example.net,Robert,Wilson,enterprise,suspended,Alvarez LLC,11-50,Retail,False,False,False,SG,Europe/Kyiv,2025-03-27T07:12:29,2025-03-27T07:12:29,2025-06-09T23:14:23,2025-03-27T07:12:29,,api,facebook,email,campaign_10,REF9011,False,False,True,True,
96,ngordon@example.org,Jessica,Kerr,professional,active,"Boyd, Ellis and Maynard",500+,Manufacturing,False,False,False,BH,Asia/Qatar,2024-02-29T19:14:09,2024-02-29T19:14:09,2025-11-15T18:21:43,,,website,linkedin,social,campaign_9,REF4505,False,False,True,True,
97,fparks@example.net,Renee,Jones,professional,inactive,Morris and Sons,1-10,Education,True,True,True,BI,Asia/Chongqing,2025-12-17T11:08:50,2025-12-17T11:08:50,2026-01-12T05:51:19,,,website,direct,email,campaign_16,,False,False,False,False,
98,oscar98@example.com,Shawn,Jacobs,enterprise,churned,Mcguire Inc,201-500,Manufacturing,True,False,False,TD,Africa/Bangui,2023-09-03T08:28:12,2023-09-03T08:28:12,2023-12-04T06:12:39,2023-09-03T08:28:12,,referral,referral,cpc,campaign_6,,False,False,True,False,
99,ohayes@example.com,Matthew,Chavez,enterprise,inactive,Blair-Edwards,51-200,Technology,True,False,True,KW,Asia/Dili,2024-09-08T17:01:49,2024-09-08T17:01:49,2025-05-26T22:40:04,,2024-09-22T17:01:49,mobile_app,facebook,social,campaign_9,,False,False,True,False,
100,stephanie71@example.org,Marie,Davis,starter,active,Garner LLC,51-200,Healthcare,True,True,False,CO,Asia/Bangkok,2024-02-04T15:31:47,2024-02-04T15:31:47,2025-03-10T21:03:26,2024-02-04T15:31:47,,website,facebook,organic,campaign_16,,False,False,True,False,
101,elizabeth65@example.net,Shelley,Henderson,professional,suspended,"Williams, Roberts and Edwards",500+,Manufacturing,True,False,False,CA,Europe/Istanbul,2024-02-19T18:16:11,2024-02-19T18:16:11,2024-04-08T00:21:04,2024-02-19T18:16:11,,referral,direct,email,campaign_4,,False,False,True,False,
102,dianewalker@example.org,Michael,Hawkins,enterprise,inactive,Farmer PLC,201-500,Manufacturing,False,False,False,GR,Asia/Katmandu,2023-07-27T11:48:18,2023-07-27T11:48:18,2024-06-30T18:46:49,2023-07-27T11:48:18,2023-08-10T11:48:18,website,referral,social,campaign_17,REF2279,False,False,True,True,
103,anthony44@example.com,Michael,White,starter,inactive,Knight Group,11-50,Healthcare,False,True,True,BJ,Atlantic/Cape_Verde,2025-02-24T05:55:24,2025-02-24T05:55:24,2025-09-02T02:07:48,,2025-03-10T05:55:24,website,direct,organic,campaign_17,,False,False,True,True,
104,reesejason@example.com,Shawn,Moore,free,churned,Griffith-Frank,51-200,Technology,True,True,True,TN,Africa/Kampala,2024-04-23T17:23:38,2024-04-23T17:23:38,2025-10-19T17:30:51,,2024-05-07T17:23:38,website,direct,cpc,campaign_10,,False,False,True,True,
105,moorekaren@example.org,Emily,Nelson,enterprise,suspended,"Coleman, Lawson and Perry",201-500,Retail,False,False,True,GM,Asia/Taipei,2025-09-30T08:10:55,2025-09-30T08:10:55,2026-01-13T01:30:12,,2025-10-14T08:10:55,website,facebook,social,campaign_17,,False,False,True,True,
106,russell49@example.com,Alison,Parker,enterprise,churned,Foster PLC,500+,Retail,True,True,False,BG,Asia/Kabul,2024-04-08T11:46:42,2024-04-08T11:46:42,2024-11-08T14:15:42,,2024-04-22T11:46:42,website,google,social,campaign_20,REF1256,False,False,True,False,
107,sierra24@example.com,Mark,Smith,free,inactive,"Jordan, Anderson and Patel",1-10,Retail,False,True,True,GT,Indian/Mahe,2024-11-24T12:31:45,2024-11-24T12:31:45,2025-01-07T08:43:20,,2024-12-08T12:31:45,referral,referral,email,campaign_19,,False,False,True,False,
108,sandersjudy@example.com,Andrew,Morse,starter,churned,Johnston-Berry,51-200,Healthcare,True,True,False,KN,Africa/Algiers,2023-08-11T13:08:09,2023-08-11T13:08:09,2023-10-23T09:06:05,2023-08-11T13:08:09,2023-08-25T13:08:09,mobile_app,referral,email,campaign_14,,False,False,True,False,
109,darius05@example.org,Laurie,Montgomery,starter,suspended,"Gillespie, Davis and Richard",11-50,Retail,True,False,False,HN,Pacific/Chatham,2024-01-10T07:56:42,2024-01-10T07:56:42,2024-04-23T11:36:54,2024-01-10T07:56:42,,api,google,social,campaign_12,,False,False,True,False,
110,fosterkyle@example.com,Jeffrey,Maxwell,free,active,Dixon Inc,11-50,Education,True,False,True,SM,Europe/Stockholm,2025-11-12T12:18:34,2025-11-12T12:18:34,2025-12-14T20:10:21,2025-11-12T12:18:34,2025-11-26T12:18:34,referral,facebook,cpc,campaign_16,REF4350,False,False,True,False,
111,michael23@example.org,Dwayne,Gonzalez,enterprise,churned,"Hernandez, Malone and Jones",500+,Manufacturing,False,False,False,YE,Asia/Riyadh,2024-03-15T17:12:42,2024-03-15T17:12:42,2025-04-05T23:07:56,2024-03-15T17:12:42,2024-03-29T17:12:42,mobile_app,linkedin,organic,campaign_12,,False,False,True,True,
112,kmaldonado@example.net,Cynthia,Weber,professional,churned,"Stewart, Gonzales and Harrison",51-200,Finance,True,False,True,ZM,Pacific/Enderbury,2023-01-26T04:43:18,2023-01-26T04:43:18,2024-02-11T22:12:02,2023-01-26T04:43:18,2023-02-09T04:43:18,api,linkedin,social,campaign_16,,False,False,True,False,
113,bellcharles@example.com,Shannon,Brown,enterprise,inactive,Jones-Lin,500+,Manufacturing,True,True,True,BW,America/Caracas,2025-04-29T00:43:26,2025-04-29T00:43:26,2026-01-13T12:56:39,,,referral,facebook,cpc,campaign_5,,False,False,True,True,
114,ycarpenter@example.net,Paula,Cole,enterprise,churned,"Pearson, Morris and Alvarez",1-10,Technology,False,True,True,CZ,Asia/Bahrain,2025-11-01T18:25:04,2025-11-01T18:25:04,2025-11-28T10:36:36,2025-11-01T18:25:04,,mobile_app,facebook,cpc,campaign_4,,False,False,True,False,
115,shepherdmary@example.net,Christopher,Lucas,professional,churned,Wright Group,1-10,Healthcare,False,False,True,OM,Africa/Freetown,2024-07-04T14:31:19,2024-07-04T14:31:19,2024-12-27T00:48:22,,2024-07-18T14:31:19,website,google,cpc,campaign_13,,False,False,True,False,
116,nathan46@example.com,Kim,Shelton,free,churned,Mccormick Ltd,201-500,Manufacturing,False,True,True,LT,Africa/Bujumbura,2023-09-24T05:38:34,2023-09-24T05:38:34,2025-10-01T21:34:42,,2023-10-08T05:38:34,api,referral,cpc,campaign_6,REF6152,False,True,True,False,
117,grantpaul@example.com,Jennifer,Douglas,free,suspended,"Marks, Cook and Aguilar",11-50,Education,True,False,False,CV,Indian/Antananarivo,2024-09-10T17:33:06,2024-09-10T17:33:06,2024-12-28T10:25:11,2024-09-10T17:33:06,2024-09-24T17:33:06,website,referral,email,campaign_2,,False,False,True,True,
118,tanderson@example.org,Kyle,Bennett,enterprise,suspended,Li-Santiago,1-10,Manufacturing,False,False,False,SZ,Asia/Vientiane,2025-08-11T14:33:16,2025-08-11T14:33:16,2025-11-26T23:53:49,2025-08-11T14:33:16,,mobile_app,google,email,campaign_8,REF2344,False,False,True,True,
119,bromero@example.com,Kyle,Bean,enterprise,suspended,Meza-Tucker,51-200,Technology,True,True,False,GR,America/Havana,2023-08-28T15:51:33,2023-08-28T15:51:33,2024-10-20T17:28:52,,,mobile_app,direct,social,campaign_4,,False,False,True,False,
120,phillipskristin@example.net,Kelli,Conley,enterprise,active,"Johnson, Rogers and Miranda",51-200,Retail,False,True,True,CO,Africa/Kampala,2024-05-18T23:38:21,2024-05-18T23:38:21,2024-09-27T16:53:38,2024-05-18T23:38:21,,api,linkedin,email,campaign_16,,False,False,True,False,
121,francisguerra@example.net,Lisa,Martin,professional,suspended,Williams-Diaz,11-50,Manufacturing,False,True,False,WS,Africa/Bissau,2023-04-30T11:50:10,2023-04-30T11:50:10,2024-08-15T18:18:34,,,mobile_app,linkedin,social,campaign_11,,False,False,True,False,
122,karen73@example.net,John,Sheppard,professional,inactive,Mckee-Lee,201-500,Healthcare,True,False,False,GD,Pacific/Tongatapu,2024-04-11T17:02:21,2024-04-11T17:02:21,2025-10-03T11:59:27,2024-04-11T17:02:21,2024-04-25T17:02:21,referral,linkedin,social,campaign_9,REF7437,False,False,True,False,
123,xhammond@example.com,Wesley,Barnes,starter,active,Montoya PLC,201-500,Manufacturing,True,False,False,CU,Asia/Jakarta,2025-04-27T14:31:36,2025-04-27T14:31:36,2025-05-24T11:07:55,2025-04-27T14:31:36,2025-05-11T14:31:36,mobile_app,direct,organic,campaign_10,,False,False,True,True,
124,jsawyer@example.org,Jennifer,Black,enterprise,churned,Mitchell and Sons,500+,Retail,False,True,False,IR,Pacific/Port_Moresby,2023-04-25T21:37:12,2023-04-25T21:37:12,2025-08-06T22:55:33,2023-04-25T21:37:12,2023-05-09T21:37:12,website,facebook,email,campaign_6,,False,False,True,True,
125,odavis@example.com,Nicole,Arias,professional,churned,Brown-Shaw,1-10,Technology,True,False,True,GW,Indian/Maldives,2024-09-12T18:49:45,2024-09-12T18:49:45,2025-10-20T17:55:13,2024-09-12T18:49:45,2024-09-26T18:49:45,referral,direct,email,campaign_13,,False,False,True,False,
126,jeffrey51@example.net,Debra,Moody,enterprise,active,Johnson Group,51-200,Retail,True,True,True,MC,America/Havana,2023-02-08T03:45:43,2023-02-08T03:45:43,2024-07-25T02:12:53,2023-02-08T03:45:43,,mobile_app,linkedin,social,campaign_4,,False,False,True,False,
127,fgilbert@example.org,Jonathan,Conley,free,suspended,"Bentley, Lynch and Henderson",1-10,Manufacturing,True,True,True,JO,Africa/Bissau,2023-06-28T18:41:23,2023-06-28T18:41:23,2024-11-23T22:52:42,2023-06-28T18:41:23,2023-07-12T18:41:23,referral,direct,organic,campaign_6,,False,False,False,True,
128,williamsrobert@example.net,Stephen,Rodriguez,enterprise,churned,Carlson-Smith,201-500,Technology,True,True,False,SG,Europe/Istanbul,2023-11-03T12:47:17,2023-11-03T12:47:17,2024-02-08T17:20:01,2023-11-03T12:47:17,2023-11-17T12:47:17,referral,linkedin,email,campaign_7,,False,False,True,False,
129,kellysmith@example.com,John,Butler,professional,churned,"Barnett, Mills and Ward",500+,Retail,True,False,False,SL,Africa/Sao_Tome,2025-09-19T19:41:42,2025-09-19T19:41:42,2026-01-17T16:48:49,,2025-10-03T19:41:42,api,referral,cpc,campaign_5,,False,False,True,False,
130,cmarks@example.net,Paul,Brooks,enterprise,churned,"Smith, Kramer and Cooper",500+,Finance,False,False,True,ES,Indian/Comoro,2023-08-08T14:13:42,2023-08-08T14:13:42,2025-11-20T09:10:46,2023-08-08T14:13:42,2023-08-22T14:13:42,referral,referral,organic,campaign_16,,False,False,True,True,
131,dennis58@example.com,Lisa,Thompson,free,churned,"Marshall, Dominguez and Welch",11-50,Finance,False,False,False,CR,Africa/Bujumbura,2024-07-11T17:57:01,2024-07-11T17:57:01,2025-05-30T13:51:47,2024-07-11T17:57:01,,referral,google,cpc,campaign_8,,False,False,True,False,
132,carterbradley@example.org,Nina,Stewart,enterprise,active,Robertson-Hays,500+,Technology,False,False,True,ST,America/Asuncion,2024-12-11T10:10:37,2024-12-11T10:10:37,2025-11-19T05:50:46,2024-12-11T10:10:37,2024-12-25T10:10:37,website,facebook,email,campaign_2,,False,False,True,False,
133,mullinsjames@example.com,Michelle,Williams,starter,inactive,"Rivera, Martinez and Richardson",500+,Manufacturing,False,False,True,MZ,Europe/Zurich,2023-07-02T08:28:05,2023-07-02T08:28:05,2024-05-18T07:48:25,2023-07-02T08:28:05,2023-07-16T08:28:05,api,referral,email,campaign_20,,False,False,True,False,
134,lmorgan@example.com,Heather,Richardson,free,inactive,"Adams, Miller and Coleman",201-500,Technology,False,True,True,NR,America/Montevideo,2024-02-20T07:16:18,2024-02-20T07:16:18,2025-08-25T20:37:58,2024-02-20T07:16:18,,mobile_app,direct,organic,campaign_19,,False,False,True,False,
135,manuel15@example.net,Kenneth,Griffin,enterprise,suspended,"Simmons, Norris and Bell",51-200,Retail,False,False,True,BB,Africa/Johannesburg,2023-05-25T14:49:30,2023-05-25T14:49:30,2023-10-17T07:23:51,2023-05-25T14:49:30,,api,google,social,campaign_7,REF4470,False,False,True,False,
136,yhill@example.org,Charles,Walsh,starter,churned,Palmer-Brady,51-200,Manufacturing,True,True,True,DJ,Europe/Vienna,2025-04-30T05:12:56,2025-04-30T05:12:56,2025-10-25T16:49:41,,2025-05-14T05:12:56,referral,direct,social,campaign_1,REF8009,False,False,True,False,
137,ejohnson@example.org,Kimberly,Diaz,professional,inactive,Herring-Johnson,51-200,Technology,False,False,True,DE,America/Grenada,2025-10-06T17:39:07,2025-10-06T17:39:07,2025-11-07T21:03:17,,2025-10-20T17:39:07,referral,direct,cpc,campaign_4,,False,False,True,False,
138,nathan19@example.org,Alyssa,Sanders,enterprise,active,"Ramirez, Horne and Johnson",1-10,Manufacturing,False,True,False,ER,Pacific/Guadalcanal,2025-11-22T07:35:36,2025-11-22T07:35:36,2026-01-07T16:42:56,,,website,google,email,campaign_12,REF3246,False,False,True,True,
139,greenjorge@example.com,Jason,Carr,starter,active,"Hendricks, Henry and Martinez",500+,Education,True,True,False,BN,Pacific/Port_Moresby,2025-09-23T15:41:32,2025-09-23T15:41:32,2025-11-04T00:36:09,2025-09-23T15:41:32,,mobile_app,referral,social,campaign_7,,False,False,True,False,
140,zosborn@example.net,Tammy,Downs,professional,churned,"Reed, Brown and Daniels",51-200,Finance,True,False,True,KG,Africa/Djibouti,2024-08-19T13:44:50,2024-08-19T13:44:50,2025-11-29T09:10:54,2024-08-19T13:44:50,2024-09-02T13:44:50,website,linkedin,organic,campaign_17,,False,False,True,True,
141,william13@example.org,Joel,Snyder,enterprise,churned,Spencer-Wood,1-10,Finance,False,True,True,TG,America/Bogota,2024-01-07T19:16:55,2024-01-07T19:16:55,2026-01-02T04:53:40,2024-01-07T19:16:55,,mobile_app,linkedin,organic,campaign_16,REF2195,False,True,True,False,
142,parkeryvonne@example.net,Timothy,Jenkins,free,churned,Morrow-Jones,500+,Healthcare,False,False,False,LB,Europe/Sarajevo,2023-03-03T20:51:10,2023-03-03T20:51:10,,2023-03-03T20:51:10,2023-03-17T20:51:10,api,google,email,campaign_3,,False,False,True,False,
143,howens@example.com,David,Calderon,free,suspended,"Bowman, White and Burch",201-500,Manufacturing,True,True,True,NR,Indian/Mahe,2024-08-29T23:31:34,2024-08-29T23:31:34,,2024-08-29T23:31:34,,website,linkedin,organic,campaign_4,,False,False,False,False,
144,holmeskevin@example.org,Marcus,Fletcher,professional,inactive,Meza-Stone,51-200,Finance,False,True,True,JM,America/Araguaina,2024-06-22T14:06:14,2024-06-22T14:06:14,2025-05-22T01:17:38,,,website,direct,social,campaign_17,,False,False,True,False,
145,cynthiapierce@example.org,Colleen,Mendez,free,active,Shaw and Sons,11-50,Manufacturing,True,True,True,UA,America/Port_of_Spain,2024-02-01T07:25:00,2024-02-01T07:25:00,2025-02-01T17:44:45,2024-02-01T07:25:00,2024-02-15T07:25:00,referral,google,social,campaign_8,,False,False,True,False,
146,donnale@example.net,Matthew,Bradshaw,professional,active,Bryan Inc,500+,Manufacturing,True,True,True,BR,Asia/Dhaka,2023-05-01T23:50:25,2023-05-01T23:50:25,2023-07-12T08:10:56,2023-05-01T23:50:25,,mobile_app,linkedin,email,campaign_11,,False,False,True,False,
147,katiebutler@example.net,Anthony,Small,starter,churned,"Roberts, Frye and Webb",51-200,Education,False,True,True,LA,Africa/Windhoek,2024-04-17T02:33:36,2024-04-17T02:33:36,2025-03-01T14:11:13,,2024-05-01T02:33:36,website,linkedin,cpc,campaign_13,REF6038,False,False,True,False,
148,djones@example.org,Scott,Washington,free,inactive,Peterson and Sons,51-200,Technology,True,True,False,KW,America/St_Vincent,2025-02-03T08:09:57,2025-02-03T08:09:57,2025-06-28T00:02:33,2025-02-03T08:09:57,2025-02-17T08:09:57,website,referral,organic,campaign_13,,False,False,True,True,
149,theresa25@example.net,Anna,Flores,professional,suspended,Martinez-Cole,51-200,Retail,False,False,False,CV,Europe/Minsk,2024-01-03T19:29:24,2024-01-03T19:29:24,2024-03-01T19:45:52,2024-01-03T19:29:24,,website,facebook,cpc,campaign_6,,False,False,True,False,
150,sonia96@example.org,Sydney,Barrera,enterprise,suspended,Peck-Griffith,201-500,Healthcare,True,True,True,ET,Africa/Djibouti,2023-11-19T13:14:22,2023-11-19T13:14:22,2025-03-06T03:11:45,2023-11-19T13:14:22,2023-12-03T13:14:22,website,facebook,email,campaign_5,,False,False,True,False,
151,tjimenez@example.com,Andrew,Landry,professional,suspended,"Bryant, Allen and Aguilar",11-50,Technology,False,False,True,BE,Europe/Brussels,2025-11-17T23:13:34,2025-11-17T23:13:34,,,2025-12-01T23:13:34,website,google,cpc,campaign_8,,False,False,True,True,
152,pharper@example.net,Thomas,Herrera,free,suspended,Jordan LLC,1-10,Technology,True,True,False,ZA,Asia/Rangoon,2025-09-28T11:35:58,2025-09-28T11:35:58,2025-10-16T08:15:03,2025-09-28T11:35:58,2025-10-12T11:35:58,api,google,cpc,campaign_15,,False,False,True,True,
153,brandon09@example.net,James,Tran,free,churned,Hughes Group,201-500,Finance,False,True,True,SY,Europe/Rome,2025-02-09T16:55:57,2025-02-09T16:55:57,2025-08-01T22:03:37,2025-02-09T16:55:57,,referral,linkedin,social,campaign_14,REF8848,False,False,True,False,
154,theresalong@example.com,Angela,Diaz,starter,active,Gonzalez PLC,201-500,Manufacturing,False,False,False,MZ,Indian/Mahe,2023-11-06T20:19:33,2023-11-06T20:19:33,2025-12-26T06:54:14,2023-11-06T20:19:33,,website,linkedin,organic,campaign_1,REF5602,False,False,True,False,
155,williamsjennifer@example.com,April,Hernandez,starter,inactive,"Taylor, Velazquez and Flores",1-10,Finance,True,False,True,MX,America/Caracas,2025-06-26T04:41:05,2025-06-26T04:41:05,2025-09-19T09:44:56,2025-06-26T04:41:05,2025-07-10T04:41:05,mobile_app,linkedin,organic,campaign_6,,False,False,True,False,
156,william88@example.com,Jeanne,Evans,free,suspended,Richardson Ltd,500+,Education,True,True,False,CG,America/Managua,2025-07-07T23:02:54,2025-07-07T23:02:54,2025-09-14T03:21:21,2025-07-07T23:02:54,,referral,referral,organic,campaign_1,,False,True,True,False,
157,carlsonjoseph@example.net,Krista,Parsons,professional,inactive,"Perez, Williams and Castillo",51-200,Technology,True,True,True,SL,Africa/Lusaka,2023-07-22T17:00:10,2023-07-22T17:00:10,2025-10-17T06:41:52,2023-07-22T17:00:10,2023-08-05T17:00:10,api,direct,cpc,campaign_11,,False,False,True,True,
158,lorraineallen@example.net,Stacy,Rodriguez,enterprise,suspended,Alexander Group,11-50,Manufacturing,False,True,True,CZ,Africa/Lagos,2025-09-20T01:33:48,2025-09-20T01:33:48,2025-11-16T06:06:47,,2025-10-04T01:33:48,mobile_app,referral,cpc,campaign_6,,False,False,True,False,
159,nshaw@example.com,Monique,Fitzgerald,free,churned,Thornton PLC,11-50,Healthcare,True,True,False,GE,Asia/Dushanbe,2025-05-28T13:14:29,2025-05-28T13:14:29,2025-08-01T18:03:55,2025-05-28T13:14:29,2025-06-11T13:14:29,api,direct,cpc,campaign_9,,False,False,True,True,
160,ufox@example.org,Steve,Patel,free,churned,"Gomez, Ingram and Le",201-500,Manufacturing,False,True,False,BA,Europe/Chisinau,2023-01-02T23:45:54,2023-01-02T23:45:54,2024-08-13T07:11:35,2023-01-02T23:45:54,,mobile_app,referral,organic,campaign_6,,False,False,False,False,
161,plee@example.com,Angela,Walker,free,active,Wise-Bush,51-200,Finance,False,True,True,FM,Africa/Casablanca,2024-02-10T15:32:47,2024-02-10T15:32:47,2026-01-08T05:47:39,2024-02-10T15:32:47,,mobile_app,google,social,campaign_6,,False,False,True,False,
162,timothy84@example.com,David,Rhodes,enterprise,suspended,Huang-Foster,51-200,Healthcare,True,True,True,LY,Asia/Nicosia,2023-10-23T03:07:35,2023-10-23T03:07:35,2025-11-23T19:00:17,,,mobile_app,google,email,campaign_20,,False,False,True,True,
163,robertsjennifer@example.com,Sandra,Douglas,enterprise,active,"Mendoza, Harris and Ryan",51-200,Retail,False,False,False,TJ,Europe/Monaco,2023-05-08T06:47:56,2023-05-08T06:47:56,,2023-05-08T06:47:56,,mobile_app,linkedin,organic,campaign_15,,False,False,True,True,
